DATA_VENCIMENTO;CONCATENATION;SIGLA;VALOR;VALOR_PAGO
10.03.2021 00:00; S S MA EMPRESA - SA;TX - INST. REN.;1.257,710;
10.03.2021 00:00;ILSON B EMPRESA - SA;TX - INST. REN.;67,630;
10.03.2021 00:00;UMADA V EMPRESA - SA;TX - INST. REN.;326,120;
10.03.2021 00:00;ANILO V EMPRESA - SA;TX - INST. REN.;152,800;
10.03.2021 00:00;ARIA AU EMPRESA - SA;TX - INST. REN.;0,120;
10.03.2021 00:00;ERCADO  EMPRESA - SA;TX - INST. REN.;640,440;
10.03.2021 00:00;OURENÇO EMPRESA - SA;TX - INST. REN.;163,060;163,060
10.03.2021 00:00;VAN FRA EMPRESA - SA;TX - INST. REN.;393,440;
10.03.2021 00:00;ILMARA  EMPRESA - SA;TX - INST. REN.;262,960;
10.03.2021 00:00;LODOALD EMPRESA - SA;TX - INST. REN.;419,460;419,460
04.06.2021 00:00;LODOALD EMPRESA - SA;PARCTO;218,270;
04.07.2021 00:00;LODOALD EMPRESA - SA;PARCTO;218,280;
10.03.2021 00:00;ASEAL I EMPRESA - SA;TX - INST. REN.;53,130;
10.03.2021 00:00;OAO ALV EMPRESA - SA;TX - INST. REN.;258,200;258,200
10.03.2021 00:00;NTONIOL EMPRESA - SA;TX - INST. REN.;414,890;414,890
26.05.2021 00:00;NTONIOL EMPRESA - SA;TAXA ALVARÁ SANITÁRI;198,230;198,230
20.09.2021 00:00;SCOLA M EMPRESA - SA;ISS RET RCX PÚBLICO;522,080;522,080
20.09.2021 00:00;SCOLA M EMPRESA - SA;ISS RET RCX PÚBLICO;9,900;9,900
10.03.2021 00:00;AS TECN EMPRESA - SA;TX - INST. REN.;447,210;447,210
10.03.2021 00:00;AMILA M EMPRESA - SA;TX - INST. REN.;78,140;78,140
10.03.2021 00:00;XPORT M EMPRESA - SA;TX - INST. REN.;248,600;
10.03.2021 00:00;ELB IND EMPRESA - SA;TX - INST. REN.;478,310;
10.03.2021 00:00;UTUM RE EMPRESA - SA;TX - INST. REN.;354,790;354,790
10.03.2021 00:00;LENICE  EMPRESA - SA;TX - INST. REN.;386,160;
10.03.2021 00:00;ILSON R EMPRESA - SA;TX. INST.REN. FIXO;1.566,490;1.566,490
30.09.2021 00:00;ILSON R EMPRESA - SA;TAXA ALVARÁ SANITÁRI;339,790;
10.03.2021 00:00;.C.S CA EMPRESA - SA;TX - INST. REN.;489,180;
10.03.2021 00:00;EANNE A EMPRESA - SA;TX - INST. REN.;254,370;
10.03.2021 00:00;OMERCIA EMPRESA - SA;TX. INST.REN. FIXO;728,600;
10.03.2021 00:00;..C PEC EMPRESA - SA;TX - INST. REN.;154,560;
10.03.2021 00:00;LIZABET EMPRESA - SA;TX - INST. REN.;213,480;213,480
10.03.2021 00:00; D L MA EMPRESA - SA;TX - INST. REN.;1.362,520;1.362,520
10.03.2021 00:00;IOVANI  EMPRESA - SA;TX - INST. REN.;543,540;543,540
10.03.2021 00:00;ENAIDE  EMPRESA - SA;TX - INST. REN.;522,550;
10.03.2021 00:00;LEUSA R EMPRESA - SA;TX - INST. REN.;197,040;
20.01.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;1.880,470;1.880,470
10.03.2021 00:00;ETORIAL EMPRESA - SA;TX - INST. REN.;4.432,040;4.432,040
20.02.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;1.608,830;1.608,830
20.03.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;1.620,870;1.620,870
20.04.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;7.954,540;7.954,540
20.05.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;9.221,910;9.221,910
20.04.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;205,010;205,010
20.06.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;17.435,840;17.435,840
18.06.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;4.517,820;4.517,820
20.06.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;1.194,710;1.194,710
20.07.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;26.828,180;26.828,180
20.08.2021 00:00;ETORIAL EMPRESA - SA;ISS - RETIDO;32.891,380;32.891,380
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;651.447,870;651.447,870
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;651.447,870;651.447,870
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;651.447,870;651.447,870
30.08.2021 00:00;ETORIAL EMPRESA - SA;PARCTO;231.111,820;231.111,820
30.08.2021 00:00;ETORIAL EMPRESA - SA;HONORARIOS;84.237,290;84.237,290
10.03.2021 00:00;OAO BAR EMPRESA - SA;TX - INST. REN.;513,590;
10.03.2021 00:00;ARCIA E EMPRESA - SA;TX - INST. REN.;339,260;
10.03.2021 00:00;.C.S CA EMPRESA - SA;TX - INST. REN.;407,650;
10.03.2021 00:00;AZAR E  EMPRESA - SA;TX - INST. REN.;236,070;236,070
10.03.2021 00:00;OAO AND EMPRESA - SA;TX - INST. REN.;157,940;157,940
28.05.2021 00:00;OAO AND EMPRESA - SA;PARCTO;1.175,390;1.175,390
28.06.2021 00:00;OAO AND EMPRESA - SA;PARCTO;1.175,410;1.175,410
28.07.2021 00:00;OAO AND EMPRESA - SA;PARCTO;1.175,390;1.175,390
28.08.2021 00:00;OAO AND EMPRESA - SA;PARCTO;1.175,390;1.175,390
28.09.2021 00:00;OAO AND EMPRESA - SA;PARCTO;1.175,390;
28.10.2021 00:00;OAO AND EMPRESA - SA;PARCTO;1.175,390;
28.11.2021 00:00;OAO AND EMPRESA - SA;PARCTO;1.175,390;
28.12.2021 00:00;OAO AND EMPRESA - SA;PARCTO;1.175,390;
10.03.2021 00:00;IA CAVA EMPRESA - SA;TX - INST. REN.;652,240;652,240
20.01.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;14.407,350;14.407,350
10.03.2021 00:00;DM DO B EMPRESA - SA;TX - INST. REN.;590,170;590,170
20.02.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;14.628,200;14.628,200
20.03.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;12.372,500;12.372,500
20.03.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;191,240;191,240
20.04.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;18.099,010;18.099,010
20.05.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;18.461,370;18.461,370
20.06.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;16.307,290;16.307,290
20.07.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;23.326,460;23.326,460
20.08.2021 00:00;DM DO B EMPRESA - SA;ISS - RETIDO;18.813,760;18.813,760
10.03.2021 00:00;UTO ESC EMPRESA - SA;TX - INST. REN.;597,540;597,540
10.03.2021 00:00;DEMIR B EMPRESA - SA;TX - INST. REN.;859,020;
20.01.2021 00:00;OOPERAT EMPRESA - SA;ISS - RETIDO;24,750;24,750
10.03.2021 00:00;OOPERAT EMPRESA - SA;TX - INST. REN.;901,140;901,140
20.02.2021 00:00;OOPERAT EMPRESA - SA;ISS - RETIDO;16,100;16,100
20.03.2021 00:00;OOPERAT EMPRESA - SA;ISS - RETIDO;101,830;101,830
20.04.2021 00:00;OOPERAT EMPRESA - SA;ISS - RETIDO;15,490;15,490
20.05.2021 00:00;OOPERAT EMPRESA - SA;ISS - RETIDO;112,660;112,660
20.06.2021 00:00;OOPERAT EMPRESA - SA;ISS - RETIDO;19,690;19,690
20.07.2021 00:00;OOPERAT EMPRESA - SA;ISS - RETIDO;17,210;17,210
20.08.2021 00:00;OOPERAT EMPRESA - SA;ISS - RETIDO;70,220;70,220
10.03.2021 00:00;ARVÃO I EMPRESA - SA;TX - INST. CARV.;364,300;
10.03.2021 00:00;AFAEL V EMPRESA - SA;TX - INST. REN.;388,700;
10.03.2021 00:00;ETRAT C EMPRESA - SA;TX - INST. REN.;310,820;
10.03.2021 00:00;ABIO PI EMPRESA - SA;TX - INST. REN.;354,100;
10.03.2021 00:00;ETILEI  EMPRESA - SA;TX - INST. REN.;279,510;279,510
30.07.2021 00:00;ETILEI  EMPRESA - SA;PARCTO;284,930;284,930
10.03.2021 00:00;UCIANA  EMPRESA - SA;TX - INST. REN.;135,610;
10.03.2021 00:00;ACKSON  EMPRESA - SA;TX - INST. REN.;537,940;537,940
10.03.2021 00:00;VO RAMO EMPRESA - SA;TX - INST. REN.;516,450;
10.03.2021 00:00;ERPAN N EMPRESA - SA;TX - INST. REN.;726,720;726,720
10.03.2021 00:00;ARCO  T EMPRESA - SA;TX - INST. REN.;144,440;
27.08.2021 00:00;ARCO  T EMPRESA - SA;PARCTO;613,030;613,030
10.03.2021 00:00;OSE CAR EMPRESA - SA;TX - INST. REN.;559,700;559,700
15.06.2021 00:00;OSE CAR EMPRESA - SA;TAXAS;793,440;793,440
15.08.2021 00:00;OSE CAR EMPRESA - SA;TAXAS;872,780;872,780
15.10.2021 00:00;OSE CAR EMPRESA - SA;TAXAS;872,780;
10.03.2021 00:00;PARICIO EMPRESA - SA;TX - INST. REN.;598,500;
10.03.2021 00:00;ADEREIR EMPRESA - SA;TX - INST. REN.;435,050;435,050
10.03.2021 00:00;LDE SEV EMPRESA - SA;TX - INST. REN.;403,940;
10.03.2021 00:00;ARCO TE EMPRESA - SA;TX - INST. REN.;97,210;97,210
10.03.2021 00:00;AMILA S EMPRESA - SA;TX - INST. REN.;1.106,560;1.106,560
29.08.2021 00:00;AMILA S EMPRESA - SA;PARCTO;5.102,890;5.102,890
10.03.2021 00:00;LINICA  EMPRESA - SA;TX - INST. REN.;687,590;687,590
10.03.2021 00:00;. ZANET EMPRESA - SA;TX - INST. REN.;372,680;
10.03.2021 00:00;IDINEI  EMPRESA - SA;TX - INST. REN.;727,080;
10.03.2021 00:00;UGENIO  EMPRESA - SA;TX - INST. REN.;326,120;
27.04.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,690;135,690
27.05.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,660;135,660
27.06.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,700;135,700
27.07.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,700;135,700
27.08.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,700;135,700
27.09.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,700;
27.10.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,700;
27.11.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,700;
27.12.2021 00:00;UGENIO  EMPRESA - SA;PARCTO;135,700;
10.03.2021 00:00;AINT CL EMPRESA - SA;TX. INST.REN. FIXO;364,300;
10.03.2021 00:00;OREIRA  EMPRESA - SA;TX - INST. REN.;1.423,270;1.423,270
10.03.2021 00:00;ARIA IV EMPRESA - SA;TX - INST. REN.;349,510;
10.03.2021 00:00;ALDOMIR EMPRESA - SA;TX - INST. REN.;1.490,720;1.490,720
15.04.2021 00:00;ALDOMIR EMPRESA - SA;TAXA ALVARÁ SANITÁRI;132,150;132,150
10.03.2021 00:00;RIME TI EMPRESA - SA;TX - INST. REN.;543,540;543,540
10.03.2021 00:00;OISES L EMPRESA - SA;TX - INST. REN.;182,570;
20.01.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;1.772,540;1.772,540
10.03.2021 00:00;RANSPOR EMPRESA - SA;TX - INST. REN.;11.803,320;11.803,320
20.02.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;2.633,170;2.633,170
20.03.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;4.260,370;4.260,370
20.01.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;1.259,500;1.259,500
20.04.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;10.167,540;10.167,540
20.05.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;7.495,220;7.495,220
20.06.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;2.728,020;2.728,020
20.07.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;9.252,970;9.252,970
27.08.2021 00:00;RANSPOR EMPRESA - SA;TAXA ALVARÁ SANITÁRI;328,210;328,210
20.08.2021 00:00;RANSPOR EMPRESA - SA;ISS - RETIDO;7.950,690;7.950,690
10.03.2021 00:00;ARCENAR EMPRESA - SA;TX - INST. REN.;442,620;
10.03.2021 00:00;OAO SAN EMPRESA - SA;TX - INST. REN.;512,930;
10.03.2021 00:00;ARCIA M EMPRESA - SA;TX - INST. REN.;247,020;247,020
10.03.2021 00:00;OSTO DE EMPRESA - SA;TX - INST. REN.;2.019,680;2.019,680
07.08.2021 00:00;OSTO DE EMPRESA - SA;TAXA ALVARÁ SANITÁRI;264,310;
10.03.2021 00:00;UBIA BU EMPRESA - SA;TX - INST. REN.;249,570;
10.03.2021 00:00;UIZA EV EMPRESA - SA;TX - INST. REN.;950,470;950,470
26.03.2021 00:00;UIZA EV EMPRESA - SA;TAXA ALVARÁ SANITÁRI;264,310;264,310
10.03.2021 00:00;REDINAL EMPRESA - SA;TX - INST. REN.;110,660;110,660
10.03.2021 00:00;ARIA AP EMPRESA - SA;TX - INST. REN.;165,950;
10.03.2021 00:00;ONEI BE EMPRESA - SA;TX - INST. REN.;819,890;819,890
10.03.2021 00:00;ITELTON EMPRESA - SA;TX. LOCALIZ.;437,160;437,160
10.03.2021 00:00;TEFANEL EMPRESA - SA;TX - INST. REN.;1.100,500;1.100,500
10.03.2021 00:00;.C.A. D EMPRESA - SA;TX - INST. REN.;489,180;489,180
10.03.2021 00:00;.N.COME EMPRESA - SA;TX - INST. REN.;243,230;243,230
04.03.2021 00:00;.N.COME EMPRESA - SA;TAXA ALVARÁ SANITÁRI;330,390;330,390
10.03.2021 00:00;UNES E  EMPRESA - SA;TX - INST. REN.;12.980,010;12.980,010
10.03.2021 00:00;ERA LUC EMPRESA - SA;TX - INST. REN.;128,550;
27.01.2021 00:00;LINICA  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;121,140;121,140
10.06.2021 00:00;LINICA  EMPRESA - SA;TX - INST. REN.;349,200;349,200
10.03.2021 00:00;ANDERLY EMPRESA - SA;TX - INST. REN.;435,390;435,390
10.03.2021 00:00;AGNER F EMPRESA - SA;TX - INST. REN.;555,410;555,410
10.03.2021 00:00;NA MARI EMPRESA - SA;TX - INST. REN.;314,920;
10.03.2021 00:00;ONSTRUT EMPRESA - SA;TX - INST. REN.;1.514,760;
10.03.2021 00:00; V ASSE EMPRESA - SA;TX - INST. REN.;590,170;590,170
10.03.2021 00:00;ADESERV EMPRESA - SA;TX - INST. REN.;2.106,200;
10.03.2021 00:00;OCHA CO EMPRESA - SA;TX - INST. REN.;372,680;372,680
10.03.2021 00:00;DNIR PR EMPRESA - SA;TX - INST. REN.;1.397,550;1.397,550
23.05.2021 00:00;DNIR PR EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;201,900
11.06.2021 00:00;DNIR PR EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;
10.03.2021 00:00;OVA TER EMPRESA - SA;TX - INST. REN.;557,180;557,180
20.01.2021 00:00;AMIRES  EMPRESA - SA;ISS - RETIDO;13.130,560;13.130,560
10.03.2021 00:00;AMIRES  EMPRESA - SA;TX - INST. REN.;737,710;737,710
20.02.2021 00:00;AMIRES  EMPRESA - SA;ISS PROPRIO;83,120;83,120
20.02.2021 00:00;AMIRES  EMPRESA - SA;ISS - RETIDO;17.224,990;17.224,990
20.03.2021 00:00;AMIRES  EMPRESA - SA;ISS - RETIDO;19.189,470;19.189,470
20.04.2021 00:00;AMIRES  EMPRESA - SA;ISS - RETIDO;20.648,840;20.648,840
20.05.2021 00:00;AMIRES  EMPRESA - SA;ISS - RETIDO;20.054,470;20.054,470
20.06.2021 00:00;AMIRES  EMPRESA - SA;ISS - RETIDO;21.393,990;21.393,990
20.07.2021 00:00;AMIRES  EMPRESA - SA;ISS PROPRIO;428,090;428,090
20.07.2021 00:00;AMIRES  EMPRESA - SA;ISS - RETIDO;27.041,350;27.041,350
20.08.2021 00:00;AMIRES  EMPRESA - SA;ISS - RETIDO;32.083,720;32.083,720
10.03.2021 00:00;ORY EGG EMPRESA - SA;TX - INST. REN.;758,750;
10.03.2021 00:00;AITT IN EMPRESA - SA;TX - INST. REN.;489,180;
20.04.2021 00:00;IRCEU F EMPRESA - SA;ISS - NF AVULSA;62,500;62,500
20.07.2021 00:00;IRCEU F EMPRESA - SA;ISS - NF AVULSA;100,000;100,000
20.09.2021 00:00;IRCEU F EMPRESA - SA;ISS - NF AVULSA;60,000;60,000
20.09.2021 00:00;IRCEU F EMPRESA - SA;ISS - NF AVULSA;75,000;75,000
10.03.2021 00:00;LE INDU EMPRESA - SA;TX. INST.REN. FIXO;364,300;
10.03.2021 00:00;.R.DOS  EMPRESA - SA;TX - INST. REN.;532,920;
10.03.2021 00:00;EIS COM EMPRESA - SA;TX - INST. REN.;1.243,010;1.243,010
10.03.2021 00:00;ENICIA  EMPRESA - SA;TX - INST. REN.;149,560;
10.03.2021 00:00;ZIRES A EMPRESA - SA;TX - INST. REN.;315,000;315,000
23.01.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,170;470,170
23.02.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;470,180
23.03.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.04.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.05.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.06.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.07.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.08.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.09.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.10.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.11.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
23.12.2021 00:00;OSANGEL EMPRESA - SA;PARCTO;470,180;
10.03.2021 00:00;OSANGEL EMPRESA - SA;TX - INST. REN.;807,870;
10.03.2021 00:00;ARVÃO G EMPRESA - SA;TX - INST. REN.;403,940;
20.01.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;64,370;64,370
20.01.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;1.040,310;1.040,310
20.01.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;55,620;55,620
20.02.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;85,910;85,910
20.02.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;75,500;75,500
10.03.2021 00:00;ARTIRA  EMPRESA - SA;TX - INST. REN.;516,400;516,400
20.02.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;63,980;63,980
20.02.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;75,580;75,580
20.03.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;130,890;130,890
20.04.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;110,510;110,510
20.04.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;18,090;18,090
20.04.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;54,270;54,270
20.05.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;71,550;71,550
20.05.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;35,000;35,000
20.06.2021 00:00;ARTIRA  EMPRESA - SA;ISS RET RCX PRIVADO;170,720;170,720
10.03.2021 00:00;ET & KE EMPRESA - SA;TX - INST. REN.;489,180;
10.03.2021 00:00;ENETASS EMPRESA - SA;TX - INST. REN.;217,400;
10.03.2021 00:00;ENTRAL  EMPRESA - SA;TX - INST. REN.;55,900;
10.03.2021 00:00;OIS IRM EMPRESA - SA;TX - INST. REN.;524,590;524,590
10.03.2021 00:00;IONY ER EMPRESA - SA;TX - INST. REN.;233,010;
10.03.2021 00:00;AULO RO EMPRESA - SA;TX - INST. REN.;170,090;
10.03.2021 00:00;LEONICE EMPRESA - SA;TX - INST. REN.;97,260;
10.03.2021 00:00;ERRY- A EMPRESA - SA;TX - INST. REN.;349,510;349,510
20.03.2021 00:00;ERRY- A EMPRESA - SA;ISS - NF AVULSA;792,360;792,360
20.03.2021 00:00;ERRY- A EMPRESA - SA;ISS - NF AVULSA;481,710;481,710
20.03.2021 00:00;ERRY- A EMPRESA - SA;TAXA ALVARÁ SANITÁRI;121,140;121,140
13.09.2021 00:00;ERRY- A EMPRESA - SA;TAXA ALVARÁ SANITÁRI;135,430;135,430
10.03.2021 00:00;.W.CONT EMPRESA - SA;TX - INST. REN.;409,950;409,950
10.03.2021 00:00;AUL MAR EMPRESA - SA;TX - INST. REN.;0,260;
10.03.2021 00:00;JR MASS EMPRESA - SA;TX - INST. REN.;510,160;510,160
10.03.2021 00:00;ARCO TE EMPRESA - SA;TX - INST. REN.;81,090;
27.08.2021 00:00;ARCO TE EMPRESA - SA;PARCTO;179,090;179,090
27.09.2021 00:00;ARCO TE EMPRESA - SA;PARCTO;179,090;
10.03.2021 00:00;.M.S CA EMPRESA - SA;TX - INST. REN.;264,710;
10.03.2021 00:00;ANTO GR EMPRESA - SA;TX - INST. REN.;489,180;
20.01.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;4.595,870;4.595,870
20.01.2021 00:00;ANCO DO EMPRESA - SA;ISS RET RCX PRIVADO;662,290;662,290
10.03.2021 00:00;ANCO DO EMPRESA - SA;TX - INST. REN.;2.970,000;2.970,000
20.02.2021 00:00;ANCO DO EMPRESA - SA;ISS RET RCX PRIVADO;590,560;590,560
20.02.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;4.057,450;4.057,450
20.02.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;0,450;0,450
20.03.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;4.619,150;4.619,150
20.03.2021 00:00;ANCO DO EMPRESA - SA;ISS RET RCX PRIVADO;590,560;590,560
20.03.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;0,150;
20.03.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;0,150;
20.04.2021 00:00;ANCO DO EMPRESA - SA;ISS RET RCX PRIVADO;615,990;615,990
20.04.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;5.436,130;5.436,130
20.05.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;4.818,200;4.818,200
20.05.2021 00:00;ANCO DO EMPRESA - SA;ISS RET RCX PRIVADO;638,060;638,060
20.06.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;4.271,980;4.271,980
20.06.2021 00:00;ANCO DO EMPRESA - SA;ISS RET RCX PRIVADO;650,780;650,780
20.07.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;5.137,650;5.137,650
20.07.2021 00:00;ANCO DO EMPRESA - SA;ISS RET RCX PRIVADO;617,130;617,130
20.08.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;4.893,500;4.893,500
20.08.2021 00:00;ANCO DO EMPRESA - SA;ISS RET RCX PRIVADO;600,440;600,440
20.06.2021 00:00;ANCO DO EMPRESA - SA;ISS PROPRIO;84,510;84,510
10.03.2021 00:00;.L.R. R EMPRESA - SA;TX - INST. REN.;338,680;338,680
10.03.2021 00:00;UCILENE EMPRESA - SA;TX - INST. REN.;186,340;186,340
10.03.2021 00:00;ATRICIA EMPRESA - SA;TX - INST. REN.;231,860;231,860
10.03.2021 00:00;ARINO & EMPRESA - SA;TX. INST.REN. FIXO;1.566,490;1.566,490
10.07.2021 00:00;ARINO & EMPRESA - SA;TAXA ALVARÁ SANITÁRI;328,210;328,210
10.03.2021 00:00;IMA & L EMPRESA - SA;TX - INST. REN.;693,550;693,550
10.03.2021 00:00;IBEIRO  EMPRESA - SA;TX - INST. REN.;232,780;
10.03.2021 00:00;NCA CON EMPRESA - SA;TX - INST. REN.;0,170;0,170
10.04.2021 00:00;NCA CON EMPRESA - SA;TX - INST. REN.;114,710;114,710
20.01.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;1.096,150;1.096,150
10.03.2021 00:00;AVANA G EMPRESA - SA;TX - INST. REN.;24.243,940;24.243,940
20.02.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;3.581,710;3.581,710
20.02.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;2.690,430;2.690,430
20.03.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;1.008,570;1.008,570
20.04.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;719,450;719,450
20.05.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;776,840;776,840
20.04.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;114,110;114,110
20.06.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;897,470;897,470
20.07.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;3.459,550;3.459,550
20.08.2021 00:00;AVANA G EMPRESA - SA;ISS - RETIDO;1.536,610;
10.03.2021 00:00;UCILENE EMPRESA - SA;TX - INST. REN.;171,170;
10.03.2021 00:00;ENILSO  EMPRESA - SA;TX - INST. REN.;491,810;491,810
20.01.2021 00:00;DSON JO EMPRESA - SA;ISS - NF AVULSA;25,000;25,000
20.05.2021 00:00;DSON JO EMPRESA - SA;ISS - NF AVULSA;125,000;125,000
20.09.2021 00:00;DSON JO EMPRESA - SA;ISS - NF AVULSA;60,000;60,000
20.09.2021 00:00;DSON JO EMPRESA - SA;ISS - NF AVULSA;30,000;30,000
20.09.2021 00:00;DSON JO EMPRESA - SA;ISS - NF AVULSA;225,000;225,000
10.03.2021 00:00;ELLY CR EMPRESA - SA;TX - INST. REN.;175,160;
20.02.2021 00:00;RIBUNAL EMPRESA - SA;ISS - RETIDO;10,750;10,750
10.03.2021 00:00;ARCOS A EMPRESA - SA;TX - INST. REN.;0,140;
10.03.2021 00:00;ETALMIL EMPRESA - SA;TX - INST. REN.;2.890,670;2.890,670
16.07.2021 00:00;ETALMIL EMPRESA - SA;PARCTO;8.816,310;8.816,310
10.03.2021 00:00;LINE SO EMPRESA - SA;TX - INST. REN.;356,960;
10.03.2021 00:00; A A DE EMPRESA - SA;TX - INST. REN.;268,550;268,550
23.05.2021 00:00; A A DE EMPRESA - SA;TAXA ALVARÁ SANITÁRI;264,310;264,310
10.03.2021 00:00;.L COME EMPRESA - SA;TX - INST. REN.;310,570;
10.03.2021 00:00;AYANE A EMPRESA - SA;TX - INST. REN.;141,020;
10.03.2021 00:00;OLANDA  EMPRESA - SA;TX - INST. REN.;140,440;140,440
05.04.2021 00:00;OLANDA  EMPRESA - SA;TAXA ALVARÁ SANITÁRI;201,900;201,900
10.03.2021 00:00;NA CLAU EMPRESA - SA;TX - INST. REN.;179,240;
10.03.2021 00:00;LTRA-CL EMPRESA - SA;TX - INST. REN.;215,090;215,090
07.08.2021 00:00;LTRA-CL EMPRESA - SA;TAXA ALVARÁ SANITÁRI;133,710;133,710
10.03.2021 00:00;ARIO AU EMPRESA - SA;TX - INST. REN.;360,360;
10.03.2021 00:00;ARCENAR EMPRESA - SA;TX - INST. REN.;1.041,470;1.041,470
10.03.2021 00:00; B DOS  EMPRESA - SA;TX - INST. REN.;170,780;
